"NO_OUV","ADR","ACC_UNI","ASC","TYP_CHA","x","y","Longitude","lat"
4100,"21 5e (ROX) Avenue , Montréal","NON","0","",280379.14408232,5041101.2479194,-73.812538,45.509404
4102," Avenue Stuart (OUT) , Montréal","NON","0","",296343.81507266,5041740.3296189,-73.608234,45.515531
4105,"305 Boulevard des Anciens-Combattants (SAB) , Montréal","NON","0","",269659.34821609,5030379.4227918,-73.94896,45.412469
4106,"600 Rue Jean-Talon E, Montréal","NON","0","",295955.40172911,5044376.674142,-73.613253,45.539249
4107,"500 Place d' Armes , Montréal","NON","0","",300307.64376679,5040488.3487477,-73.557488,45.504302
4108,"6700 Autoroute Transcanadienne (PCL) , Montréal","NON","0","",279237.34577436,5035867.3626193,-73.826878,45.462267
4109,"4242 Place de l' Hôtel-de-Ville (MTN) , Montréal","NON","0","",294063.69099905,5050484.553821,-73.63761,45.594183
4110,"5400 Boulevard Gouin O, Montréal","NON","0","",288120.4801918,5043679.706854,-73.713553,45.532834
4111," Avenue Éthier (MTN) , Montréal","NON","?","",294228.04700423,5051114.5046389,-73.635517,45.599854
4112,"4141 Avenue Pierre-De Coubertin , Montréal","NON","0","",300787.55571345,5046520.3310992,-73.551396,45.558583
4113," Rue Elgar (VRD) , Montréal","NON","0","",301035.17849933,5035289.8668656,-73.548138,45.457528
4114,"7000 Boulevard LaSalle , Montréal","NON","0","",298618.80869183,5033357.4603034,-73.57901,45.440122
4115,"2820 Rue Cazeneuve (SLR) , Montréal","NON","0","",288923.2478423,5040251.4458761,-73.703164,45.502004
4117,"14700 Boulevard de Pierrefonds (PFD) , Montréal","NON","?","",276958.52493515,5038452.4221912,-73.856164,45.485441
4118,"3243 Boulevard Chevremont (IBZ) , Montréal","NON","?","",275823.40776561,5040099.9812531,-73.870782,45.50022
4119,"515 Montée de l' Église (IBZ) , Montréal","NON","?","",275015.65813042,5038835.1791441,-73.881041,45.488805
4120,"13280 Rue Huntington (PFD) , Montréal","NON","?","",277460.84756464,5040945.3528687,-73.849877,45.507893
4121,"5080 Rue de Savoie (PFD) , Montréal","NON","?","",279008.14973321,5041257.76303,-73.830092,45.510763
4122,"750 Boulevard Jacques-Bizard , Montréal","NON","?","",275281.21276189,5040385.5588239,-73.877737,45.502767
4123,"500 Boulevard Dollard (OUT) , Montréal","NON","?","",296172.69544587,5041844.7997048,-73.610426,45.516469
4124,"4041 Rue Monselet (MTN) , Montréal","NON","?","",294075.22214907,5050021.2190888,-73.637452,45.590014
4125,"4660 Rue de Charleroi (MTN) , Montréal","NON","?","",294450.51241704,5050623.817266,-73.632655,45.595442
4126,"11241 Avenue Drapeau (MTN) , Montréal","NON","?","",294372.96172143,5050860.880153,-73.633654,45.597574
4127,"11235 Avenue Salk (MTN) , Montréal","NON","?","",295140.78124415,5051408.8630575,-73.623823,45.602516
4128,"1 Chemin du Musée (LCH) , Montréal","NON","?","",291760.6283502,5032181.5167731,-73.666642,45.429446
4129,"1 Chemin du Musée (LCH) , Montréal","NON","?","",291755.97629826,5032201.5287052,-73.666702,45.429626
4130," Chemin des Iroquois (LCH) , Montréal","NON","?","",290514.50530302,5032309.6891474,-73.682571,45.430575
4131,"1800 Chemin des Iroquois (LCH) , Montréal","NON","?","",290971.2889631,5032194.4280197,-73.67673,45.429547
4132," Rue Badeaux (SLR) , Montréal","NON","?","",289893.48936256,5039675.4002624,-73.690731,45.496842
4134,"170 Avenue Orchard (LSL) , Montréal","NON","?","",293228.35073667,5031424.52369,-73.647867,45.42266
4135,"4555 Avenue Bonavista , Montréal","NON","?","",295674.04331836,5038268.544439,-73.616742,45.484282
4136," Rue Dorais (SLR) , Montréal","NON","?","",289976.97059956,5040374.1077184,-73.689684,45.503131
4137," Rue Dorais (SLR) , Montréal","NON","?","",289967.22108645,5040347.9051887,-73.689808,45.502895
4138,"8299 Rue Centrale (LSL) , Montréal","NON","?","",296110.23092579,5031236.3055187,-73.611038,45.421008
4139,"625 35e (LSL) Avenue , Montréal","NON","?","",295919.43905809,5031129.9952551,-73.613474,45.420049
4140," 35e (LSL) Avenue , Montréal","NON","?","",295943.71386103,5031139.4061637,-73.613164,45.420134
4141," Boulevard Bishop-Power (LSL) , Montréal","NON","?","",296834.27661937,5031971.7965259,-73.601798,45.427635
4142," Rue Dudemaine , Montréal","NON","?","",290048.98667309,5044347.7813526,-73.688882,45.538889
4143," Rue Serre (LSL) , Montréal","NON","?","",295318.61500264,5032522.7697191,-73.621178,45.432574
4144," Rue Clément (LSL) , Montréal","NON","?","",292857.98471517,5032638.1908623,-73.652629,45.433575
4145,"55 Avenue Latour (LSL) , Montréal","NON","?","",295152.57634038,5030838.1870828,-73.623267,45.417413
4146," Avenue Latour (LSL) , Montréal","NON","?","",295161.45153166,5030806.1639911,-73.623153,45.417125
4147,"695 54e (LCH) Avenue , Montréal","NON","?","",287719.01800752,5033791.9022462,-73.718349,45.44385
4148," Rue Victoria (LCH) , Montréal","NON","?","",288980.5241697,5033447.3289797,-73.702212,45.440779
4149," Rue Victoria (LCH) , Montréal","NON","?","",288952.02622742,5033438.1780962,-73.702576,45.440696
4150,"4070 Rue Victoria (LCH) , Montréal","NON","?","",288999.66851819,5033438.7181484,-73.701967,45.440702
4153,"52 Rue Sherbrooke E, Montréal","NON","0","",299446.56050069,5041486.8651484,-73.568518,45.513281
4156," Place de la Fontaine (VRD) , Montréal","NON","?","",301324.05937704,5035962.4818025,-73.544449,45.463582
4157," Boulevard LaSalle , Montréal","NON","?","",298873.03838126,5033746.0578201,-73.575765,45.443621
4158,"6100 Boulevard Champlain , Montréal","NON","?","",298015.1802079,5034242.7857762,-73.586738,45.448083
4159,"971 Rue Riverview (VRD) , Montréal","NON","?","",298711.65177094,5034146.6164917,-73.577833,45.447224
4160,"530 Rue De Gaspé (VRD) , Montréal","NON","?","",300922.58894444,5035214.4795874,-73.549577,45.456849
4162,"504 5e (VRD) Avenue , Montréal","NON","?","",299212.59693114,5035120.7505384,-73.57144,45.455994
4163,"320 Rue de l' Église (VRD) , Montréal","NON","?","",299469.1361499,5035860.9920043,-73.568168,45.462657
4164," Avenue des Récollets (MTN) , Montréal","NON","?","",293668.77798009,5050367.8825571,-73.642669,45.593127
4165," Rue Crawford (VRD) , Montréal","NON","?","",297627.08854879,5033186.4837967,-73.591684,45.438574
4166," Avenue Outremont (OUT) , Montréal","NON","?","",295757.21111923,5042386.3719904,-73.615754,45.521337
4167," Avenue Outremont (OUT) , Montréal","NON","?","",295729.50501558,5042401.0834107,-73.616109,45.521469
4169," Rue de Castille (MTN) , Montréal","NON","?","",294174.58140022,5050315.8875373,-73.636185,45.592667
4170," Rue de Castille (MTN) , Montréal","NON","?","",294181.9389008,5050284.8645422,-73.63609,45.592388
4171," Avenue des Récollets (MTN) , Montréal","NON","?","",294393.25258627,5049313.2207358,-73.633361,45.583648
4172," Avenue Éthier (MTN) , Montréal","NON","?","",294255.14273227,5051033.6668345,-73.635168,45.599127
4173," Avenue Salk (MTN) , Montréal","NON","?","",294737.41369818,5051758.346798,-73.629001,45.605655
4174," Rue Tardif (MTN) , Montréal","NON","?","",295702.50001904,5053114.3577127,-73.616654,45.61787
4177," Rue Esther-Blondin (LCH) , Montréal","NON","?","",290718.20579002,5033927.5053378,-73.680014,45.445137
4186," Rue Valéry (SLN) , Montréal","NON","?","",296261.47210369,5049308.9403226,-73.60942,45.583635
4194," Rue Marcotte (SLR) , Montréal","NON","?","",291052.68337538,5043238.964303,-73.675999,45.528932
4197," Rue de Compiègne (SLN) , Montréal","NON","?","",296658.21624948,5048723.4137935,-73.604326,45.578371
4198," Rue Bergevin (LSL) , Montréal","NON","?","",292851.34481835,5032681.8850807,-73.652715,45.433968
4201,"2349 Rue de Rouen , Montréal","NON","0","Électricité",300234.20898239,5043630.7421268,-73.558457,45.532578
4204," Rue Dalmany (LSL) , Montréal","NON","?","",292381.14939152,5032187.0473071,-73.658712,45.429507
4206," Boulevard Provencher , Montréal","NON","?","",297560.02146668,5048073.0710069,-73.592761,45.572529
4208," Rue Poirier (SLR) , Montréal","NON","?","",290139.02532372,5043106.2214875,-73.687692,45.527719
4215," Avenue Orchard (LSL) , Montréal","NON","?","",293206.37721475,5031478.9089406,-73.648149,45.423149
4217," Rue Roy (SLR) , Montréal","NON","?","",290948.75455548,5041524.0987431,-73.677281,45.513499
4221," Place Saint-Louis (SLR) , Montréal","NON","?","",290708.019116,5040133.7445128,-73.680322,45.500983
4222,"11479 Avenue P.-M.-Favier (MTN) , Montréal","NON","?","",295763.3478686,5052204.9799177,-73.615857,45.609688
4224,"500 Rue Laplante (LSL) , Montréal","NON","?","",293913.27465305,5032519.0393589,-73.639139,45.43252
4226," Rue Egan (VRD) , Montréal","NON","?","",298646.51479548,5034732.2130275,-73.578673,45.452493
4229,"8600 Rue Hardy (LSL) , Montréal","NON","?","",294100.18156248,5032604.2875891,-73.636752,45.43329
4230," 35e (LSL) Avenue , Montréal","NON","?","",295933.09827442,5031108.0831396,-73.613299,45.419852
4232,"7540 Rue Centrale (LSL) , Montréal","NON","?","",297253.01078372,5032703.9572116,-73.596458,45.434228
4233," Rue Cazeneuve (SLR) , Montréal","NON","?","",288936.57712586,5040238.7346489,-73.702993,45.50189
4234," Rue Cazeneuve (SLR) , Montréal","NON","?","",288958.89707718,5040255.6862855,-73.702708,45.502043
4235," Rue Marcotte (SLR) , Montréal","NON","?","",291072.14115999,5043280.8183438,-73.675751,45.529309
4244," Chemin du Cap-Saint-Jacques (PFD) , Montréal","NON","?","",270230.23087343,5035954.1209953,-73.942058,45.46266
4259," Rue Beyries (LSL) , Montréal","NON","?","",294893.27393474,5030927.495705,-73.626582,45.418213
4277,"12357 Avenue Monty (MTN) , Montréal","NON","?","",295443.83273397,5053489.7039501,-73.619978,45.621244
4281,"2365 Rue de Coleraine , Montréal","NON","0","",299878.35175408,5037446.4750731,-73.562951,45.476927
4284,"9199 Rue Centrale (LSL) , Montréal","NON","?","",293831.43483155,5030905.8036107,-73.640149,45.418002
4285,"2201 Boulevard Crémazie E, Montréal","NON","?","",295337.93256583,5046830.4710413,-73.621207,45.561321
4286," Avenue Stuart (OUT) , Montréal","NON","?","",296397.00848215,5041736.3692365,-73.607553,45.515496
4288," Avenue des Récollets (MTN) , Montréal","NON","?","",293678.76669445,5050368.6526314,-73.642541,45.593134
4297," Rue Beauzèle (SLR) , Montréal","NON","?","",287557.41694091,5042540.4668673,-73.720722,45.522569
4302," Rue Beyries (LSL) , Montréal","NON","?","",294885.21532704,5031030.9656944,-73.626687,45.419144
4307,"12025 Avenue André-Dumas , Montréal","NON","?","",298270.02852126,5055307.4694444,-73.583761,45.637633
4308,"7277 Rue Cordner (LSL) , Montréal","NON","?","",294857.09680744,5033987.3911194,-73.627106,45.445747
4309,"7540 Rue Centrale (LSL) , Montréal","NON","?","",297205.54995597,5032796.696165,-73.597066,45.435062
4312," Boulevard Lavoisier (SLN) , Montréal","NON","?","",296474.74888909,5049902.3276105,-73.606697,45.588977
4313," Avenue Lausanne (MTN) , Montréal","NON","?","",293692.96205152,5049091.9293715,-73.64233,45.581646
4314," Avenue Desmarchais (VRD) , Montréal","NON","?","",298524.04375439,5034976.2665894,-73.580242,45.454688
4316," 1e (VRD) Avenue , Montréal","NON","?","",298996.20228115,5035476.6749008,-73.574211,45.459195
4318," Rue Bannantyne (VRD) , Montréal","NON","?","",298949.41781556,5036216.8463599,-73.574818,45.465855
4329," Rue Hickson (VRD) , Montréal","NON","?","",299461.67142117,5036101.3652109,-73.568266,45.46482
4349," Rue Hickson (VRD) , Montréal","NON","?","",299459.63408637,5036095.3646316,-73.568292,45.464766
4351," Rue de la Caserne , Montréal","NON","?","",276131.30101871,5037970.7156854,-73.866718,45.481073
4381," Boulevard Châteauneuf (ANJ) , Montréal","NON","?","",300482.45864051,5052287.5178863,-73.555355,45.610476
4383," Boulevard Châteauneuf (ANJ) , Montréal","NON","?","",300480.03363471,5052272.9564805,-73.555386,45.610345
4384," Boulevard Châteauneuf (ANJ) , Montréal","NON","?","",300444.2441784,5052288.0979423,-73.555845,45.610481
4397,"3444 Rue Saint-Joseph E, Montréal","NON","0","Électricité",299704.22973916,5045611.3933467,-73.565263,45.550397
4408," Avenue de la Nantaise (ANJ) , Montréal","NON","?","",300488.45516845,5050465.1619488,-73.555262,45.594078
4410," Avenue de la Nantaise (ANJ) , Montréal","NON","?","",300596.27719493,5050345.5103972,-73.553879,45.593002
4415,"9665 Boulevard Gouin O, Montréal","NON","?","",282591.33500032,5040575.1471275,-73.784203,45.504744
4420," Rue Robert (LSL) , Montréal","NON","?","",295315.88480904,5032583.3355663,-73.621214,45.433119
4421,"1451 Avenue Ducharme , Montréal","NON","?","",295546.41707786,5042367.6701848,-73.618452,45.521166
4423," Rue Serre (LSL) , Montréal","NON","?","",295319.05216355,5032554.3227653,-73.621173,45.432858
4424,"8296 Rue Grenache (ANJ) , Montréal","NON","?","",299409.40182342,5052681.0858829,-73.569117,45.61401
4426," 20e Avenue , Montréal","NON","?","",298557.49068809,5046737.1920358,-73.579964,45.560518
4427," Rue Meilleur , Montréal","NON","0","",291809.31817748,5044548.7007502,-73.666347,45.540732
4428," Rue Sauvé E, Montréal","NON","?","",293669.27287923,5047926.5268589,-73.642607,45.571159
4429," Rue de Matane (LSL) , Montréal","NON","?","",294367.96324009,5031018.6945097,-73.633296,45.419026
4430," Rue Daoust (LSL) , Montréal","NON","?","",295083.65338649,5031970.2563772,-73.62417,45.427599
4431," Rue Laplante (LSL) , Montréal","NON","?","",293847.60153686,5032459.4736082,-73.639977,45.431983
4432," Rue Paquette (LSL) , Montréal","NON","?","",294429.02554594,5032028.8620353,-73.632537,45.428117
4433," Rue Serre (LSL) , Montréal","NON","?","",295227.82575497,5032661.5931216,-73.622341,45.433822
4434," Rue Sainte-Catherine E, Montréal","NON","?","",302277.71352772,5045665.6185818,-73.532304,45.550899
4435," Avenue De Gaspé , Montréal","NON","?","",297561.60514393,5042890.9006996,-73.592664,45.525898
4436," Rue Clark , Montréal","NON","?","",296634.45284233,5043060.0670316,-73.604536,45.52741
4437," Rue Drolet , Montréal","NON","?","",298222.77390148,5042595.3421652,-73.584196,45.523245
4438," Rue Victor-E.-Beaupré , Montréal","NON","?","",304810.59908997,5057749.8852449,-73.499864,45.659641
4439," Rue Jean-Leduc , Montréal","NON","?","",304234.88291767,5057156.7879849,-73.507251,45.654304
4440," Rue La Valinière , Montréal","NON","?","",297561.21747294,5054169.0295349,-73.592836,45.627382
4441," Avenue Pierre-Blanchet , Montréal","NON","?","",296749.0714837,5054192.3617875,-73.603252,45.627583
4442," Avenue du Mont-Royal , Montréal","NON","?","",299633.33543702,5044849.649805,-73.566163,45.543542
4443," Rue Saint-André , Montréal","NON","?","",296461.9310013,5044314.5181412,-73.606766,45.538696
4444," Avenue Laurier , Montréal","NON","?","",299564.28875834,5046326.6423997,-73.567063,45.556832
4445," Rue de Honfleur (SLN) , Montréal","NON","?","",297758.96267358,5050219.6982508,-73.590243,45.591847
4446," Rue de la Vigne (VRD) , Montréal","NON","?","",301108.077143,5036237.5383576,-73.547213,45.466056
4448," Rue Beaudry , Montréal","NON","?","",300111.06982745,5042319.4855329,-73.560021,45.520778
4449," Rue Plessis , Montréal","NON","?","",299935.93326929,5042733.9155436,-73.562267,45.524506
4450," Rue Saint-Timothée , Montréal","NON","?","",299931.78436481,5042118.1360938,-73.562314,45.518965
4451," Rue Lucien-L'Allier , Montréal","NON","?","",299545.09491994,5039263.3904853,-73.567233,45.493274
4452," Avenue Viger , Montréal","NON","?","",300665.15065891,5041556.4018618,-73.552922,45.513915
4453," Rue Champdoré , Montréal","NON","?","",294285.33982828,5047647.7499447,-73.634708,45.56866
4454," Avenue Ball , Montréal","NON","?","",294381.38325517,5043396.7995411,-73.633387,45.53041
4455," Avenue de l' Épée (MTL) , Montréal","NON","?","",293712.76626553,5043788.5673639,-73.641956,45.533925
4456," Rue 51e , Montréal","NON","?","",295117.74368908,5049073.1175553,-73.624072,45.581498
4457," Rue Lajeunesse , Montréal","NON","?","",291910.72301175,5046163.786677,-73.665091,45.555267
4458," Avenue de l' Alsace (ANJ) , Montréal","NON","?","",298293.98163975,5051433.1354008,-73.583402,45.602771
4459," Avenue de l' Alsace (ANJ) , Montréal","NON","?","",298296.40664554,5051437.7958507,-73.583371,45.602813
4460," Rue Dorion , Montréal","NON","?","",300396.09049185,5042925.60405,-73.556378,45.526234
4461," Avenue Éthier (MTN) , Montréal","NON","?","",294206.52713986,5051256.4583437,-73.635796,45.601131
4462," Boulevard Gouin , Montréal","NON","?","",293935.10795355,5052146.4342655,-73.639295,45.609135
4463," Avenue P.-M.-Favier (MTN) , Montréal","NON","?","",295767.67823609,5052232.752599,-73.615802,45.609938
4464," Rue Clark , Montréal","NON","?","",296615.00330603,5043064.4274525,-73.604785,45.527449
4465,"5900 Rue Clark , Montréal","NON","?","",296642.50320171,5043063.4973627,-73.604433,45.527441
4466,"6025 Boulevard Métropolitain (SLN) , Montréal","NON","?","",298099.68423646,5049997.6168101,-73.585873,45.589852
4467," Avenue O'Brien (SLR) , Montréal","NON","?","",289955.34350704,5042397.6430785,-73.690022,45.521339
4468,"33 5e (ROX) Avenue N, Montréal","NON","?","",279919.98490636,5041471.4536605,-73.818433,45.512719
4469," Rue de la Vigne (VRD) , Montréal","NON","?","",301129.06086663,5036152.0701061,-73.546944,45.465287
4470," Chemin du Cap-Saint-Jacques (PFD) , Montréal","NON","?","",270257.60704432,5035953.9709808,-73.941708,45.46266
4471,"357 Avenue Dupras (LSL) , Montréal","NON","?","",292251.55180277,5032371.6651308,-73.660373,45.431166
4472,"1615 Rue Tassé (SLR) , Montréal","NON","?","",289963.64131599,5041843.1895494,-73.689899,45.51635
4473,"4885 Boulevard Henri-Bourassa O, Montréal","NON","?","",288592.09432951,5042535.036343,-73.707477,45.522545
4474,"1895 Rue de l' Église (SLR) , Montréal","NON","?","",290378.43278383,5040826.591403,-73.68456,45.507211
4475,"235 Rue Bleignier (SLR) , Montréal","NON","?","",291278.66257209,5043278.5881285,-73.673107,45.529293
4476,"2800 Rue Cazeneuve (SLR) , Montréal","NON","?","",288924.67480149,5040199.540865,-73.703144,45.501537
4477,"","NON","?","",295915.53760319,5031140.3362534,-73.613524,45.420142
4478,"7501 Avenue Rondeau (ANJ) , Montréal","NON","?","",300853.04736662,5052938.9507782,-73.550609,45.61634
4479,"201 Rue Berlioz (VRD) , Montréal","NON","?","",301310.0042414,5035577.0945957,-73.544626,45.460114
4480," Avenue des Récollets (MTN) , Montréal","NON","?","",293693.34972251,5050362.8420704,-73.642354,45.593082
4481,"350A Montée de l' Église (IBZ) , Montréal","NON","?","",274972.1977374,5038705.0265787,-73.881589,45.487632
4482," Avenue Lausanne (MTN) , Montréal","NON","?","",293661.14003666,5049189.1187545,-73.64274,45.58252
4501," Avenue du Mont-Royal E, Montréal","NON","?","",298388.69708727,5042748.9769977,-73.582074,45.524629
4707,"227 Rue Riverside , Montréal","NON","?","",300909.64733187,5038943.5696086,-73.549772,45.490405
4748," Rue Camille , Montréal","NON","?","",285181.36491687,5040954.1437174,-73.751074,45.508232
4749," 36e Avenue , Montréal","NON","?","",304107.15769734,5057982.2976829,-73.508891,45.661732
5029," Rue Paul-Boutet (MTL) , Montréal","NON","?","",295804.55647052,5046634.6321343,-73.615226,45.559565
5033,"4305 Rue Hogan , Montréal","NON","?","",299748.64693719,5044428.4791435,-73.564682,45.539753
5034,"3975 Avenue Laurier E, Montréal","NON","?","",299566.47456288,5046328.312561,-73.567035,45.556847
5035," Rue 54e , Montréal","NON","?","",294956.21685733,5049281.1876432,-73.626146,45.583368
5036," Rue Boyer , Montréal","NON","?","",295193.89217045,5045245.0579793,-73.623021,45.547053
5037,"4120 Boulevard Gouin E, Montréal","NON","?","",293565.05536817,5050870.2810606,-73.64401,45.597646
5038," Avenue Valois , Montréal","NON","?","",301385.28664927,5045286.8620152,-73.543731,45.547487
5039," Rue Saint-Hubert , Montréal","NON","?","",297019.46787844,5043881.0562931,-73.59962,45.534802
5109,"240 9e (LSL) Avenue , Montréal","NON","?","",296929.35499294,5032036.2427478,-73.600584,45.428216
5161," Avenue Atwater , Montréal","NON","0","",298866.52220922,5037532.5933873,-73.575894,45.477694
5260,"5380 Rue Eadie , Montréal","NON","?","",297587.55435563,5036097.9048768,-73.592232,45.464772
5279,"355 Rue Saint-Antoine O, Montréal","NON","?","Électricité",300057.01859279,5040367.5170821,-73.560694,45.503213
5287," Boulevard De La Vérendrye , Lasalle","1","?","",295280.74696993,5031906.500222,-73.62165,45.427028
5288,"4060 Rue Saint-Jacques , Montréal","NON","?","",298029.6065179,5037472.8676212,-73.586598,45.477149
5289,"2220 Rue Dickson , Montréal","NON","?","",302185.81075698,5047539.8895314,-73.533491,45.567764
5311," 36e Avenue , Montréal","NON","?","",305583.2768726,5057654.1360009,-73.489949,45.658779
5359,"9999 Rue Sherbrooke E, Montréal","NON","?","",302658.93433707,5052859.9431505,-73.527453,45.615637
5360,"2100A Rue Notre-Dame E, Montréal","NON","?","",301291.9404227,5042848.8066356,-73.544909,45.525548
5376," Pont Pie-IX , Montréal","NON","0","",294494.12952812,5048830.624144,-73.632058,45.579307
5377," Pont Pie-IX , Montréal","NON","?","",294538.37351144,5048870.4479888,-73.631492,45.579666
5378," Pont Pie-IX , Montréal","NON","0","",294662.32100164,5048934.9242136,-73.629905,45.580248
5379," Pont Pie-IX , Montréal","NON","?","",294731.51615006,5048963.9270136,-73.629019,45.58051
5380," Pont Pie-IX , Montréal","NON","?","",294827.00693958,5048949.7756474,-73.627795,45.580384
5381," Pont Pie-IX , Montréal","NON","?","",294928.37053225,5048892.2700956,-73.626495,45.579868
5382," Pont Pie-IX , Montréal","NON","?","",294993.99415853,5048837.9348498,-73.625653,45.57938
5383," Pont Pie-IX , Montréal","NON","?","",295091.44804798,5048775.7688481,-73.624403,45.578822
5384," Pont Pie-IX , Montréal","NON","?","",295174.40139256,5048721.7436323,-73.623339,45.578337
5385," Pont Pie-IX , Montréal","NON","?","",295281.15113756,5048659.4576189,-73.62197,45.577778
5386," Pont Pie-IX , Montréal","NON","?","",295339.84617585,5048616.0234256,-73.621217,45.577388
5387," Pont Pie-IX , Montréal","NON","?","",295553.18069948,5048484.3507134,-73.618481,45.576206
5388," Pont Pie-IX , Montréal","NON","0","",295614.77914606,5048445.1369276,-73.617691,45.575854
5420," , Montréal","NON","?","",302971.0424812,5047226.2192484,-73.52343,45.564944
5621," Boulevard Saint-Joseph (LCH) , Montréal","NON","?","",292640.2125959,5032989.6747959,-73.655421,45.436734
5797,"6280 Rue Notre-Dame E, Montréal","NON","?","",303156.84411588,5047865.4009576,-73.521052,45.570696
5799,"1000 Rue Lambert-Closse , Montréal","NON","?","",298450.97189602,5038593.8458448,-73.581223,45.48724
5830,"3444 Rue Saint-Joseph E, Montréal","NON","?","",299647.66276719,5045662.2282545,-73.565988,45.550854
5842," Rue Dorion , Montréal","NON","?","Électricité",300407.7206217,5042914.3729657,-73.556229,45.526133
5843," Rue Dorion , Montréal","NON","?","Électricité",300372.58278259,5042933.6248243,-73.556679,45.526306
5850," , Montréal","NON","0","",304821.19817993,5057750.1052661,-73.499728,45.659643
5853," , Montréal","NON","0","",298617.52195406,5056913.9945447,-73.579324,45.652092
5855," , Montréal","NON","0","",305366.20586045,5060637.7140474,-73.492731,45.685626
5856," , Montréal","NON","0","",305570.12080374,5061335.1113769,-73.490112,45.691901
5888," Rue Wolfe","NON","0","",300015.32334004,5042259.3197242,-73.561246,45.520236
5889," Rue Théodore","NON","?","",301412.4648605,5046738.5621681,-73.543393,45.56055
5894,"15180 Rue Sherbrooke E, Montréal","NON","0","",305184.01698951,5060505.9013216,-73.49507,45.68444
5896," , Montréal","NON","0","",296700.20844171,5054268.6591535,-73.60388,45.628269
6117,"1500 Chemin Remembrance , Montréal","NON","?","",297427.68543601,5040204.5713507,-73.594338,45.501724
6238,"4101 Rue Sherbrooke E, Montréal","NON","?","",300504.30018933,5046373.6069339,-73.555023,45.557261
6278,"10560 Rue Saint-Hubert , Montréal","NON","0","",291932.58930553,5046394.5689576,-73.664817,45.557344
6750,"9555 Avenue Christophe-Colomb , Montréal","NON","?","",293263.95048165,5046528.5518929,-73.647767,45.558573
7146,"12425 Rue Parent , Montréal","NON","0","",305161.21038737,5056250.030443,-73.495366,45.646145
7152,"620 Avenue Greene , Montréal","NON","0","",298492.71663868,5037975.1361122,-73.580681,45.481673
7158,"7991 Place Perras , Montréal","NON","0","",297162.27927429,5055420.6403704,-73.597972,45.63864
7168,"4101 Rue Sherbrooke E, Montréal","NON","0","",299644.57789587,5046559.844914,-73.566037,45.558931
7303," Boulevard Gouin E, Montréal","NON","0","",292579.28226316,5048647.5864729,-73.65659,45.577629
7306," Avenue Armand-Chaput , Montréal","NON","?","",302609.71661737,5057957.6453029,-73.528107,45.661507
7310,"3949 Boulevard Robert , Montréal","NON","0","",294840.49294121,5048741.4955392,-73.627618,45.57851
7311,"9781 Boulevard Gouin E, Montréal","NON","0","",299434.35298851,5057851.0950161,-73.568854,45.660531
7314," Rue d' Iberville (MTL) , Montréal","NON","?","",301285.19329773,5043216.4321277,-73.544998,45.528856
7315," Boulevard Henri-Bourassa O, Montréal","NON","?","",290210.43102164,5043281.4284027,-73.686783,45.529297
7316," Avenue Marcelin-Wilson , Montréal","NON","?","",290399.60621881,5044193.4864564,-73.684388,45.537508
7317," Boulevard Ray-Lawson (ANJ) , Montréal","NON","?","",298620.55733547,5053600.9946945,-73.579243,45.622281
7319," Avenue Millen , Montréal","NON","0","",291704.86146517,5046397.7092608,-73.667734,45.557368
7320,"7301 Avenue Newman , Montréal","NON","0","",296287.25634901,5035170.1553082,-73.608844,45.456409
7321," Boulevard Henri-Bourassa E, Montréal","NON","?","",292411.2969976,5047882.3325922,-73.658723,45.57074
7323," Rue Poincaré , Montréal","NON","0","",290626.17104618,5044607.7164478,-73.681499,45.54124
7325," Rue Notre-Dame O, Montréal","NON","0","",297118.29098885,5036362.9504654,-73.598237,45.467152
7326,"11702 Rue Sainte-Catherine E, Montréal","NON","?","",304245.3830278,5055163.1655127,-73.507114,45.636365
7327," Rue Sauvé O, Montréal","NON","0","",291931.12935306,5044502.8863271,-73.664786,45.540322
7333," Rue Butler , Montréal","NON","?","",299354.12158922,5037239.325074,-73.569654,45.475059
7334," Rue Saint-Patrick , Montréal","NON","?","",295710.03073433,5034774.6771271,-73.616217,45.452843
7335,"800 Rue Wellington , Montréal","NON","?","",300498.28716475,5039537.0469052,-73.55504,45.495743
7336,"2595 Boulevard Henri-Bourassa O, Montréal","NON","?","",290231.86015451,5043290.8193093,-73.686509,45.529382
7337,"2595 Boulevard Henri-Bourassa O, Montréal","NON","?","",290313.80720416,5043295.9698066,-73.68546,45.52943
8007,"13301 Rue Sherbrooke E, Montréal","NON","?","",304089.2918383,5057791.0392181,-73.50912,45.660011
8008,"6761 Rue Beaubien E, Montréal","NON","?","",300164.18900206,5050122.5488716,-73.559415,45.590993
8012,"4711 Rue Sainte-Catherine E, Montréal","NON","?","",302333.1587283,5046091.5597039,-73.531596,45.554732
8014,"5600 Rue Hochelaga , Montréal","NON","?","",301877.95049716,5047518.5774739,-73.537435,45.567571
8015,"655 Rue Sauriol E, Montréal","NON","?","",292437.46891392,5046073.0479167,-73.658342,45.55446
8016," Avenue du Parc , Montréal","NON","?","",296877.03590527,5042413.754634,-73.60142,45.521597
8019,"8077 Boulevard Henri-Bourassa E, Montréal","NON","?","",298518.82256844,5054095.6424498,-73.580554,45.626731
8023,"5055 Rue Joffre , Montréal","NON","?","",302246.22144563,5051932.9236523,-73.53274,45.607294
