"NO_OUV","ADR","ACC_UNI","ASC","TYP_CHA","x","y","Longitude","lat"
8027,"911 Rue Jean-Talon E, Montréal","NON","?","",295947.57407434,5044638.39941,-73.613358,45.541604
8029,"6650 Chemin de la Côte-Saint-Luc , Montréal","NON","?","Électricité",293132.42278625,5036706.033588,-73.649218,45.470184
8049,"6585 Chemin de la Côte-des-Neiges , Montréal","NON","?","",294236.03962538,5040297.8203533,-73.635181,45.502522
8052,"999 Boulevard Henri-Bourassa O, Montréal","NON","?","",290903.3145659,5044568.9827083,-73.677949,45.540897
8053,"3455 Rue Robert-Chevalier , Montréal","NON","?","",303915.36778304,5057351.4167752,-73.511351,45.656055
8059,"4949 Boulevard Métropolitain (SLN) E, Montréal","NON","?","",297516.1898993,5048778.1490779,-73.593333,45.578873
8061,"201 Avenue Laurier E, Montréal","NON","?","",297668.44562045,5042804.5423622,-73.591295,45.525122
8062,"888 Boulevard de Maisonneuve E, Montréal","NON","?","",300153.46618731,5041861.9213578,-73.559474,45.516661
8064,"5160 Boulevard Décarie , Montréal","NON","?","",294567.99322511,5038221.6799145,-73.63089,45.483845
8065,"5945 Boulevard Gouin O, Montréal","NON","?","",287497.21246024,5043568.596127,-73.721529,45.531819
8069,"6240 Avenue Christophe-Colomb , Montréal","NON","?","",297039.62677017,5044073.4048632,-73.599365,45.536533
8070,"14115 Rue Prince-Arthur , Montréal","NON","?","",304064.57987446,5059070.7527667,-73.509439,45.671526
8071,"1390 Boulevard Rosemont , Montréal","NON","?","",297615.46666726,5044218.5188731,-73.591994,45.537845
8073,"1884 Rue Saint-Germain , Montréal","NON","?","",301212.31939902,5044586.9444424,-73.545941,45.541188
8077,"4280 Rue De Bullion , Montréal","NON","?","",298315.05609489,5042248.8487133,-73.58301,45.520128
8080,"5900 Rue De Salaberry , Montréal","NON","0","",288157.96880184,5043058.7169012,-73.713052,45.527247
8083,"333 Rue Peel , Montréal","NON","?","",300045.3719663,5039433.806938,-73.560834,45.494811
8084,"161 Boulevard Henri-Bourassa O, Montréal","NON","?","",291307.11102446,5045353.4684456,-73.6728,45.547964
8086,"10526 Boulevard de l' Acadie , Montréal","NON","?","",290861.32237367,5043632.0122494,-73.67846,45.532465
8090,"6525 Boulevard Saint-Laurent , Montréal","NON","?","",296291.01758249,5043427.9225458,-73.608939,45.530716
8091,"8200 Avenue Chénier (ANJ) , Montréal","NON","?","",301595.82499274,5051275.6501966,-73.541074,45.601377
8114," Rue De Salaberry (PFD) , Montréal","NON","?","",284754.15972887,5040655.5548904,-73.756529,45.505533
8118,"425 Place Jacques-Cartier , Montréal","NON","?","",300675.74150056,5040904.058882,-73.552781,45.508045
8120,"9452 Boulevard du Golf (ANJ) , Montréal","NON","?","",299894.55145267,5053717.8959807,-73.562907,45.623343
8121,"8595 Boulevard Maurice-Duplessis , Montréal","NON","?","",298502.3011854,5055417.4800653,-73.580783,45.638625
8122," Rue Ann , Montréal","NON","?","",300540.55979982,5039292.7533201,-73.554497,45.493545
8123," Rue Mill , Montréal","NON","?","",300770.43220313,5039303.0543146,-73.551556,45.493639
8124,"815 Rue Bel-Air , Montréal","NON","?","",298302.22995878,5038081.2463565,-73.583119,45.482626
8127,"740 Rue Notre-Dame O, Montréal","NON","?","",300094.59793433,5039939.5157612,-73.560209,45.499362
8128,"3565 Rue Jarry E, Montréal","NON","?","",296419.22120532,5047417.0376708,-73.607366,45.566613
8130,"10120 Avenue D'Auteuil , Montréal","NON","?","",292276.3874914,5045560.2684109,-73.660392,45.549843
8131,"930 Rue Wellington , Montréal","NON","?","",300455.39590574,5039452.5087436,-73.555588,45.494982
8134,"4707 Rue Notre-Dame O, Montréal","NON","?","",297825.63383638,5036980.1200494,-73.5892,45.472713
8135,"2093 Rue de la Visitation , Montréal","NON","?","",299901.10061799,5042542.9071029,-73.562711,45.522787
8137,"225 Rue Ontario E, Montréal","NON","?","",299591.17827841,5041580.0941491,-73.566668,45.514121
8140,"405 Avenue Ogilvy , Montréal","NON","?","",295047.15457474,5043427.5125062,-73.624864,45.530696
8142,"555 Rue Chabanel O, Montréal","NON","?","",292663.35737912,5044267.2735801,-73.655404,45.538215
8145,"460 Boulevard Marien , Montréal","NON","?","",303792.86374867,5054991.0788988,-73.512918,45.634816
8146,"465 Rue Saint-Jean , Montréal","NON","?","",300324.07441832,5040302.7508293,-73.557276,45.502632
8147,"5660 Rue du Hautbois (SLN) , Montréal","NON","?","",298373.25623403,5049323.7517525,-73.582358,45.583791
8150," Rue Saint-André E, Montréal","NON","?","",296050.38112284,5044555.4614029,-73.61204,45.540859
8151,"3700 Boulevard Crémazie E, Montréal","NON","?","",296766.02177932,5047345.1307286,-73.602922,45.56597
8153,"570 Avenue Beaumont , Montréal","NON","?","Électricité",295445.11122342,5043007.4919558,-73.619761,45.526922
8154,"6557 Avenue de l' Esplanade , Montréal","NON","?","Électricité",295983.09958444,5043248.8752599,-73.612878,45.529101
8155,"450 Rue Saint-Paul , Montréal","NON","?","",300810.15610762,5041182.2457392,-73.551063,45.510549
8156,"1240 Rue Saint-Marc , Montréal","NON","?","",298589.31270295,5039131.0177055,-73.57946,45.492075
8157,"2507 Boulevard Rosemont , Montréal","NON","?","",298062.63278733,5045213.3149147,-73.586282,45.546801
8158,"600 Rue Fullum , Montréal","NON","?","",301188.30854229,5042902.2117916,-73.546236,45.526028
8159,"8925 Rue Pascal-Gagnon , Montréal","NON","?","",297522.91227932,5051668.2480995,-73.59329,45.604879
8160,"4807 Rue Molson , Montréal","NON","?","Électricité",299370.58523402,5044696.2849985,-73.569526,45.54216
8161,"8695 Rue Hochelaga , Montréal","NON","?","",303217.88167677,5051259.5786449,-73.520281,45.601238
8162,"150 15e (LCH) Avenue , Montréal","NON","?","",290958.08340432,5032735.3202395,-73.676914,45.434414
8163,"6850 Rue Sherbrooke E, Montréal","NON","?","",301570.69236463,5049446.643617,-73.541384,45.584919
8164,"9100 Boulevard Pie-IX , Montréal","NON","?","Électricité",295301.93690154,5048783.1195578,-73.621706,45.578891
8165,"5800 Rue Saint-Denis , Montréal","NON","?","",297133.85556688,5043404.5002845,-73.598148,45.530515
8167,"160 Rue Deslauriers (SLR) , Montréal","NON","?","",292436.91627654,5042426.1558313,-73.658257,45.521644
8169,"5252 Boulevard de Maisonneuve O, Montréal","NON","?","",296614.12898422,5037055.2573034,-73.604696,45.473376
8170,"1555 Rue Carrie-Derick , Montréal","NON","?","",301653.54672938,5037889.0778037,-73.540248,45.48092
8171,"3711 Rue Saint-Antoine , Montréal","NON","?","",298070.02328119,5037978.6864549,-73.586088,45.481701
8172,"3171 Rue Saint-Jacques , Montréal","NON","?","",298517.46984411,5038186.3765061,-73.580367,45.483574
8174,"6400 Rue Clark , Montréal","NON","?","",296328.98459503,5043256.1759647,-73.60845,45.529171
8176," Chemin des Moulins , Montréal","NON","?","",301288.25342409,5038772.0930535,-73.544927,45.488864
8177," Rue Notre-Dame , Montréal","NON","?","",301735.17209459,5044306.9474103,-73.539244,45.538671
8178," Rue Bellerive , Montréal","NON","?","",304144.28338134,5052310.9501485,-73.508407,45.6107
8179," Rue Notre-Dame , Montréal","NON","?","",304171.67604887,5049425.171544,-73.508052,45.584733
8180," Rue Dickson , Montréal","NON","?","",303162.42822787,5047140.4909719,-73.520978,45.564173
8181," Rue Notre-Dame , Montréal","NON","?","",302650.21586385,5046315.821355,-73.527536,45.556751
8182," Rue du Port , Montréal","NON","?","",302352.50103645,5045249.5184099,-73.531344,45.547155
8183," Rue Notre-Dame , Montréal","NON","?","",302052.7323776,5044881.3528657,-73.535181,45.543841
8184," Avenue Laurendeau (MTE) , Montréal","NON","?","",305198.41855455,5054564.477713,-73.49489,45.630978
8185,"6680 Rue Sherbrooke E, Montréal","NON","?","",301494.83257443,5049267.7663475,-73.542355,45.583309
8186,"4567 Rue Hochelaga , Montréal","NON","?","",301241.08128751,5046418.261245,-73.545586,45.557667
8187,"6830 Boulevard Joseph-Renaud (ANJ) , Montréal","NON","?","",300683.99806791,5051680.1492485,-73.552766,45.605012
8188,"3530 Rue Adam , Montréal","NON","?","",301637.49550053,5044816.3065859,-73.540498,45.543254
8189,"1151 Rue Mill , Montréal","NON","?","",300720.10096035,5038945.2397698,-73.552197,45.490419
8312,"1905 Rue de Cadillac (MTL) , Montréal","NON","0","Électricité",302688.29010453,5047855.6500162,-73.527055,45.570607
8315,"7065 Avenue Somerled , Montréal","NON","0","",293528.54830811,5035748.8111739,-73.64413,45.461577
8324,"10125 Rue Parthenais , Montréal","NON","0","Électricité",293291.14518952,5047987.44274,-73.647453,45.571701
8336,"10007 Rue Parthenais , Montréal","NON","0","",293374.27999712,5047949.6190883,-73.646387,45.571362
8352,"5550 Avenue du Parc , Montréal","NON","0","",296780.86050528,5042469.3299995,-73.602652,45.522096
8375,"215 Rue De Castelnau E, Montréal","NON","0","",295525.72204539,5044220.9291058,-73.618752,45.537842
8419,"6500 Avenue de Renty (MTL) , Montréal","NON","0","",300899.59263096,5049286.8881936,-73.549983,45.583478
8420,"500 Rue Joffre , Montréal","NON","?","",303764.79471898,5051200.6829589,-73.51327,45.600709
8450,"9400 Rue Lajeunesse , Montréal","NON","0","",293024.47703498,5045553.9277988,-73.650811,45.549799
8463,"7378 Rue Lajeunesse , Montréal","1","0","Électricité",295636.71967471,5044500.2660741,-73.617336,45.540357
8464,"6821 Rue d' Aragon (MTL) , Montréal","NON","0","",297216.40474382,5034463.0670431,-73.596953,45.450057
8471,"2915 Rue Sainte-Catherine E, Montréal","NON","0","Gaz naturel",301369.40863512,5043962.5141574,-73.543925,45.53557
8472,"6755 36e Avenue , Montréal","NON","0","Électricité",298766.3958644,5048033.3471718,-73.577304,45.572183
8480,"5945 Avenue Somerled , Montréal","NON","0","",294434.65914784,5037199.6112399,-73.632574,45.474646
8482,"7110 8e Avenue , Montréal","NON","0","Électricité",297106.10822163,5046252.1652094,-73.598548,45.556139
8490,"5347 Chemin de la Côte-des-Neiges , Montréal","NON","0","",295218.47216118,5039661.6889387,-73.622597,45.496812
8492,"10660 Avenue Larose , Montréal","NON","0","",293018.117581,5048940.1347166,-73.650974,45.580269
8496,"1700 Rue Amherst , Montréal","NON","0","",300081.67281839,5042084.5728535,-73.560395,45.518664
8499,"4251 Rue Saint-Urbain , Montréal","NON","?","Électricité",298272.71747326,5041951.1699742,-73.583548,45.517449
8512,"6473 Rue Sherbrooke E, Montréal","NON","0","",301350.83342064,5049076.9179222,-73.544199,45.581591
8514,"4340 Boulevard Métropolitain (SLN) E, Montréal","NON","0","",297228.81021566,5048037.7976014,-73.597004,45.572208
8538,"7405 Avenue Harley , Montréal","NON","?","Électricité",293936.72462408,5034997.4086305,-73.638894,45.454822
8542,"4121 Rue 42e , Montréal","NON","0","",295547.35738623,5048821.0932239,-73.618562,45.579236
8560,"1200 Boulevard du Tricentenaire , Montréal","NON","0","",304999.37836782,5056671.6711498,-73.497442,45.649939
8568," Rue Notre-Dame E, Montréal","NON","0","",303457.68505619,5048378.6505087,-73.517199,45.575315
8571,"11 Boulevard Saint-Jean-Baptiste , Montréal","NON","?","",305632.72554524,5055579.7257291,-73.489318,45.640113
8586,"8955 Rue Meunier , Montréal","NON","?","",293229.25805177,5044395.8859968,-73.648161,45.539382
8604,"500 Place d' Armes , Montréal","NON","0","",300315.68587786,5040483.6782968,-73.557385,45.50426
8608,"2000 Avenue De Lorimier , Montréal","NON","0","Électricité",300272.89359868,5043126.2834244,-73.557957,45.528039
8609,"465 Avenue du Mont-Royal E, Montréal","1","0","Électricité",298363.25927136,5042779.9999928,-73.5824,45.524908
8611,"1010 Rue Sainte-Catherine O, Montréal","1","?","",299163.98133873,5040034.3049125,-73.572118,45.500208
8615,"3180 Rue Bélanger E, Montréal","NON","0","",297418.34009054,5046270.0169329,-73.594549,45.556303
8616,"4410 Avenue West Hill , Montréal","NON","1","Électricité",294458.69474952,5036460.559889,-73.632251,45.467996
8618,"15912 Rue Notre-Dame E, Montréal","NON","0","",305762.2406508,5061492.4965715,-73.487645,45.693317
8619,"5650 Rue d' Iberville (MTL) , Montréal","NON","0","",298403.81625607,5044935.238068,-73.581909,45.544302
8622,"3100 Rue Arcand , Montréal","NON","0","",301748.96328403,5049371.5463668,-73.539099,45.584244
8634,"8910 Boulevard Maurice-Duplessis , Montréal","NON","0","",298876.06551434,5055700.8374217,-73.575992,45.641178
8636,"303 Rue Notre-Dame E, Montréal","2","4","",300638.44260186,5041098.5576597,-73.55326,45.509795
8647,"7958 Rue Hochelaga , Montréal","NON","?","Électricité",302953.89422592,5050473.0627116,-73.523662,45.59416
8649,"2005 Rue Victor-Doré , Montréal","NON","0","Électricité",290026.69146673,5044064.5540087,-73.689159,45.53634
8661,"10897 Rue du Pont , Montréal","NON","?","",292226.84808725,5048340.7868532,-73.661098,45.574862
8662,"2550 Rue Ontario E, Montréal","NON","1","Électricité",300771.75193417,5043664.8254173,-73.551575,45.532888
8663,"525 Rue du Dominion , Montréal","NON","1","Électricité",299069.64531388,5038307.9782461,-73.573305,45.484673
8668,"12750 Avenue Fernand-Gauthier , Montréal","NON","?","",296549.94881377,5055211.0401347,-73.605823,45.636747
8673,"7380 Boulevard Maurice-Duplessis , Montréal","NON","0","",296991.01117776,5053807.8646666,-73.600143,45.624126
8674,"5225 Boulevard Décarie , Montréal","NON","0","Électricité",294544.66697887,5038350.8523853,-73.631191,45.485007
8678,"1475 Avenue Bennett , Montréal","NON","?","",302176.64687453,5045976.6086061,-73.5336,45.553697
8681,"5237 Avenue Clanranald , Montréal","NON","?","",294355.97843253,5038076.445893,-73.633599,45.482535
8683,"6870 Rue de Terrebonne , Montréal","NON","?","",293975.76391809,5035821.038147,-73.638413,45.462234
8685,"10530 Rue Waverly , Montréal","NON","0","",291513.19527566,5045253.8988328,-73.670158,45.547072
8689,"90 Rue De La Gauchetière E, Montréal","NON","0","",300193.69323927,5041005.1886454,-73.558951,45.508952
8693,"2505 Avenue Hector , Montréal","NON","0","",303601.27179403,5052356.934588,-73.515369,45.611113
8695,"700 Rue Georges-Bizet , Montréal","NON","0","",303939.07345196,5050092.7759972,-73.511034,45.59074
8698,"410 Rue Saint-Nicolas , Montréal","NON","?","",300432.34185403,5040240.9948671,-73.55589,45.502077
8699,"8075 Rue Hochelaga , Montréal","NON","0","",302923.88684125,5050567.2018001,-73.524047,45.595007
8701,"6999 Chemin de la Côte-des-Neiges , Montréal","NON","1","",293900.95991273,5040528.4326175,-73.639474,45.504592
8707,"9140 Boulevard Perras , Montréal","NON","0","",298765.71125392,5056700.1438987,-73.57742,45.650169
8709,"3743 Rue Sainte-Catherine E, Montréal","NON","0","",301844.5200601,5044994.2437647,-73.537848,45.544856
8731,"1322 Rue Chabanel E, Montréal","NON","?","",293824.89391455,5046625.7912807,-73.640584,45.559457
8734,"1215 Rue Beaubien , Montréal","NON","?","",296921.47784826,5044340.0406053,-73.600882,45.538931
8741,"9255 Boulevard Henri-Bourassa E","NON","0","Électricité",300066.71036766,5055545.5624308,-73.560717,45.63979
8742,"421 Rue Saint-Roch , Montréal","NON","?","Électricité",294695.38851267,5043546.9740395,-73.62937,45.531766
9017," Rue de la Caserne , Montréal","NON","?","",276139.36787473,5037973.3459393,-73.866615,45.481097
9018," Rue Lajeunesse , Montréal","NON","0","",291985.32905746,5046223.0924026,-73.664137,45.555802
9029,"1 Chemin du Musée (LCH) , Montréal","NON","?","",291759.77052502,5032256.424005,-73.666655,45.43012
9032,"292 Chemin Senneville (SNV) , Montréal","1","?","",269289.69155003,5033963.2987935,-73.953941,45.444699
9048," Avenue De Lorimier , Montréal","NON","?","",298538.70101732,5044184.9656337,-73.580172,45.537552
9050,"5755 Avenue De Gaspé , Montréal","NON","?","",296861.47957556,5043150.6757793,-73.601631,45.528228
9053," Rue Filion , Montréal","NON","?","",289488.60412588,5043340.6041157,-73.696026,45.529814
9084," Rue Sherbrooke , Montréal","NON","0","",300108.00970109,5046578.3667022,-73.560101,45.559101
9097," , Montréal","NON","0","",301684.13149638,5048465.628906,-73.539924,45.576092
9100," Boulevard Saint-Jean-Baptiste , Montréal","NON","0","",304839.75689777,5055626.1202082,-73.49949,45.640531
9105," Rue Liébert , Montréal","NON","0","",302658.82710893,5050716.5362175,-73.527445,45.59635
9140," Avenue du Parc , Montréal","NON","0","",298282.23603343,5041711.4568314,-73.583423,45.515292
9167," Chemin de la Côte-Saint-Paul , Montréal","NON","0","",297375.63029456,5036361.2002964,-73.594946,45.467139
9205," Rue des Capucins , Montréal","NON","0","",305798.08784534,5061316.6895984,-73.487185,45.691735
9270," Avenue du Docteur-Penfield , Montréal","NON","?","",298569.70644859,5040645.523922,-73.57973,45.505703
9305," Rue Prince-Albert , Montréal","NON","0","",305398.95168703,5055435.0017569,-73.492317,45.638811
9361," Rue Richelieu , Montréal","NON","0","",304401.65568032,5058209.2095899,-73.505112,45.663774
9365,"7755 Avenue René-Descartes , Montréal","NON","0","",297499.91596584,5054155.0981899,-73.593622,45.627256
9375," 43e Avenue , Montréal","NON","0","",303513.63340424,5058552.8427656,-73.516509,45.666865
9411," Rue Saint-Denis , Montréal","NON","0","",293081.54715441,5045297.3330261,-73.650074,45.547491
9440," Avenue Samuel-Morse , Montréal","NON","0","",298203.90174752,5055444.3426587,-73.584611,45.638864
9477," , Montréal","NON","0","",304075.78934004,5055596.7173695,-73.50929,45.640266
9494," , Montréal","NON","0","",294184.22368517,5045924.4835737,-73.635966,45.553152
